competition,role,judge,country
gpita2021SEG003OF,Judge No.2,Vera TAUCHMANOVA,Czech Republic
gpita2021SEG003OF,Judge No.3,Bing HAN,China
gpita2021SEG003OF,Judge No.4,Chihee RHEE,South Korea
gpita2021SEG003OF,Judge No.5,Angelika ULLM,Germany
gpita2021SEG003OF,Judge No.6,Ron CONACHER,Canada
gpita2021SEG003OF,Judge No.7,Miwako ANDO,Japan
gpita2021SEG003OF,Judge No.8,Virginia de AGOSTINI,Italy
gpita2021SEG003OF,Judge No.9,Antony GREVISSE,Belgium
gpita2021SEG004OF,Judge No.1,Lolita LABUNSKAIYA,Russia
gpita2021SEG004OF,Judge No.2,Vera TAUCHMANOVA,Czech Republic
gpita2021SEG004OF,Judge No.3,Bing HAN,China
gpita2021SEG004OF,Judge No.4,Chihee RHEE,South Korea
gpita2021SEG004OF,Judge No.5,Angelika ULLM,Germany
gpita2021SEG004OF,Judge No.6,Ron CONACHER,Canada
gpita2021SEG004OF,Judge No.7,Miwako ANDO,Japan
gpita2021SEG004OF,Judge No.8,Virginia de AGOSTINI,Italy
gpita2021SEG004OF,Judge No.9,Antony GREVISSE,Belgium
wc2021SEG001OF,Judge No.1,Lisa DAVIDSON,Great Britan
wc2021SEG001OF,Judge No.2,Ursula STAHL,Austria
wc2021SEG001OF,Judge No.3,Iryna MEDVEDIEVA,Ukraine
wc2021SEG001OF,Judge No.4,Pia ALHONEN,Finland
wc2021SEG001OF,Judge No.5,Salome CHIGOGIDZE,Georgia
wc2021SEG001OF,Judge No.6,Inger ANDERSSON,Sweden
wc2021SEG001OF,Judge No.7,Christiane MILES,Switzerland
wc2021SEG001OF,Judge No.8,Sviatoslav BABENKO,Russia
wc2021SEG001OF,Judge No.9,Miroslav MISUREC,Czech Republic
wc2021SEG002OF,Judge No.1,Chihee RHEE,South Korea
wc2021SEG002OF,Judge No.2,Inger ANDERSSON,Sweden
wc2021SEG002OF,Judge No.3,Kristina LUNDGREN,USA
wc2021SEG002OF,Judge No.4,Miroslav MISUREC,Czech Republic
wc2021SEG002OF,Judge No.5,Christiane MILES,Switzerland
wc2021SEG002OF,Judge No.6,Ludwig CZOCZEK,Germany
wc2021SEG002OF,Judge No.7,Salome CHIGOGIDZE,Georgia
wc2021SEG002OF,Judge No.8,Sviatoslav BABENKO,Russia
wc2021SEG002OF,Judge No.9,Lisa DAVIDSON,Great Britan
wc2021SEG003OF,Judge No.1,Lenka BOHUNICKA,Slovakia
wc2021SEG003OF,Judge No.2,Francoise de RAPPARD,Belgium
wc2021SEG003OF,Judge No.3,Peggy GRAHAM,USA
wc2021SEG003OF,Judge No.4,Elisabeth LOUESDON,France
wc2021SEG003OF,Judge No.5,Massimo ORLANDINI,Italy
wc2021SEG003OF,Judge No.6,Marketa HORKLOVA,Czech Republic
wc2021SEG003OF,Judge No.7,Katarina HENRIKSSON,Sweden
wc2021SEG003OF,Judge No.8,Elena FOMINA,Russia
wc2021SEG003OF,Judge No.9,Tineke POSNO,Netherlands
wc2021SEG004OF,Judge No.1,Dan CHEN,Hong Kong
wc2021SEG004OF,Judge No.2,Marketa HORKLOVA,Czech Republic
wc2021SEG004OF,Judge No.3,Katarina HENRIKSSON,Sweden
wc2021SEG004OF,Judge No.4,Elena FOMINA,Russia
wc2021SEG004OF,Judge No.5,Matjaz KRUSEC,Slovenia
wc2021SEG004OF,Judge No.6,Lenka BOHUNICKA,Slovakia
wc2021SEG004OF,Judge No.7,Helle LYNGBERG,Denmark
wc2021SEG004OF,Judge No.8,Peggy GRAHAM,USA
wc2021SEG004OF,Judge No.9,Tineke POSNO,Netherlands
fc2020SEG001OF,Judge No.1,Veronique GOSSELIN,Canada
fc2020SEG001OF,Judge No.2,Sasha MARTINEZ,Mexico
fc2020SEG001OF,Judge No.3,Roger GLENN,USA
fc2020SEG001OF,Judge No.4,Na Young AHN,South Korea
fc2020SEG001OF,Judge No.5,Katherine Evelyn du PREEZ,Autralia
fc2020SEG001OF,Judge No.6,Nadezhda PARETSKAIA,Kazakhstan
fc2020SEG001OF,Judge No.7,Claire SHEPHERD,Great Britain
fc2020SEG001OF,Judge No.8,Hailan JIANG,China
fc2020SEG001OF,Judge No.9,Sakae YAMAMOTO,Japan
fc2020SEG002OF,Judge No.1,Na Young AHN,South Korea
fc2020SEG002OF,Judge No.2,Nadezhda PARETSKAIA,Kazakhstan
fc2020SEG002OF,Judge No.3,Katherine Evelyn du PREEZ,Autralia
fc2020SEG002OF,Judge No.4,Sasha MARTINEZ,Mexico
fc2020SEG002OF,Judge No.5,Claire SHEPHERD,Great Britain
fc2020SEG002OF,Judge No.6,Roger GLENN,USA
fc2020SEG002OF,Judge No.7,Sakae YAMAMOTO,Japan
fc2020SEG002OF,Judge No.8,Hailan JIANG,China
fc2020SEG002OF,Judge No.9,Veronique GOSSELIN,Canada
fc2020SEG003OF,Judge No.1,Sung-Hee KOH,South Korea
fc2020SEG003OF,Judge No.2,Angelique CLYDE-SMITH,Australia
fc2020SEG003OF,Judge No.3,Todd BROMLEY,USA
fc2020SEG003OF,Judge No.4,Ayumi KOZUKA,Japan
fc2020SEG003OF,Judge No.5,Ko-Man TING,Taiwan
fc2020SEG003OF,Judge No.6,Ariadna MORONES NEGRETE,Mexico
fc2020SEG003OF,Judge No.7,Yu WANG,China
fc2020SEG003OF,Judge No.8,Yuriy GUSKOV,Kazakhstan
fc2020SEG004OF,Judge No.1,Todd BROMLEY,USA
fc2020SEG004OF,Judge No.2,Yu WANG,China
fc2020SEG004OF,Judge No.3,Ko-Man TING,Taiwan
fc2020SEG004OF,Judge No.4,Sung-Hee KOH,South Korea
fc2020SEG004OF,Judge No.5,Angelique CLYDE-SMITH,Australia
fc2020SEG004OF,Judge No.6,Ariadna MORONES NEGRETE,Mexico
fc2020SEG004OF,Judge No.7,Ayumi KOZUKA,Japan
fc2020SEG004OF,Judge No.8,Yuriy GUSKOV,Kazakhstan
ec2020SEG001OF,Judge No.1,Salome CHIGOGIDZE,Georgia
ec2020SEG001OF,Judge No.2,Ebru ANILDI,Turkey
ec2020SEG001OF,Judge No.3,Lise Rosto JENSEN,Norway
ec2020SEG001OF,Judge No.4,Agita ABELE,Latvia
ec2020SEG001OF,Judge No.5,Natalia KRUGLOVA,Ukraine
ec2020SEG001OF,Judge No.6,Kvetoslava MATEJOVA,Slovakia
ec2020SEG001OF,Judge No.7,Marta OLOZAGARRE,Spain
ec2020SEG001OF,Judge No.8,Anthony LEROY,France
ec2020SEG001OF,Judge No.9,Carmen LAUN,Germany
ec2020SEG002OF,Judge No.1,Natalia KRUGLOVA,Ukraine
ec2020SEG002OF,Judge No.2,Eva SZILAGYI,Hungary
ec2020SEG002OF,Judge No.3,Lise Rosto JENSEN,Norway
ec2020SEG002OF,Judge No.4,Marta OLOZAGARRE,Spain
ec2020SEG002OF,Judge No.5,Carmen LAUN,Germany
ec2020SEG002OF,Judge No.6,Agnieszka SWIDERSKA,Poland
ec2020SEG002OF,Judge No.7,Kvetoslava MATEJOVA,Slovakia
ec2020SEG002OF,Judge No.8,Kadi ZVIRIK,Estonia
ec2020SEG002OF,Judge No.9,Salome CHIGOGIDZE,Georgia
ec2020SEG003OF,Judge No.1,Zsuzsanna VIKARNE-HOMOLYA,Hungary
ec2020SEG003OF,Judge No.2,Margo PAUW,Netherlands
ec2020SEG003OF,Judge No.3,Allan BOEHM,Slovakia
ec2020SEG003OF,Judge No.4,Marina BESCHEA,Romania
ec2020SEG003OF,Judge No.5,Natasa SKOK,Slovenia
ec2020SEG003OF,Judge No.6,Igor FEDCHENKO,Ukraine
ec2020SEG003OF,Judge No.7,Veronique VERRUE,France
ec2020SEG003OF,Judge No.8,Magdalena RUSIECKA,Poland
ec2020SEG003OF,Judge No.9,Katarina GROF MITROVIC,Serbia
ec2020SEG004OF,Judge No.1,Laila DAVIDSSON,Sweden
ec2020SEG004OF,Judge No.2,Marina BESCHEA,Romania
ec2020SEG004OF,Judge No.3,Zsuzsanna VIKARNE-HOMOLYA,Hungary
ec2020SEG004OF,Judge No.4,Katharina HEUSINGER,Germany
ec2020SEG004OF,Judge No.5,Christine BLANC,Switzerland
ec2020SEG004OF,Judge No.6,Yury KLIUSHNIKOV,Azerbaijan
ec2020SEG004OF,Judge No.7,Allan BOEHM,Slovakia
ec2020SEG004OF,Judge No.8,Natasa SKOK,Slovenia
ec2020SEG004OF,Judge No.9,Margo PAUW,Netherlands
gpusa2019SEG001OF,Judge No.1,Marketa HORKLOVA,Czech Republic
gpusa2019SEG001OF,Judge No.2,Jia YAO,China
gpusa2019SEG001OF,Judge No.3,Igor DOLGUSHIN,Russia
gpusa2019SEG001OF,Judge No.4,Kristina LUNDGREN,USA
gpusa2019SEG001OF,Judge No.5,Akiko KOBAYASHI,Japan
gpusa2019SEG001OF,Judge No.6,Albert ZAYDMAN,Israel
gpusa2019SEG001OF,Judge No.7,Jung Yoon CHOI,South Korea
gpusa2019SEG001OF,Judge No.8,Jerome POULIN,Canada
gpusa2019SEG001OF,Judge No.9,Francis BETSCH,France
gpusa2019SEG002OF,Judge No.1,Marketa HORKLOVA,Czech Republic
gpusa2019SEG002OF,Judge No.2,Jia YAO,China
gpusa2019SEG002OF,Judge No.3,Igor DOLGUSHIN,Russia
gpusa2019SEG002OF,Judge No.4,Kristina LUNDGREN,USA
gpusa2019SEG002OF,Judge No.5,Akiko KOBAYASHI,Japan
gpusa2019SEG002OF,Judge No.6,Albert ZAYDMAN,Israel
gpusa2019SEG002OF,Judge No.7,Jung Yoon CHOI,South Korea
gpusa2019SEG002OF,Judge No.8,Jerome POULIN,Canada
gpusa2019SEG002OF,Judge No.9,Francis BETSCH,France
gpusa2019SEG003OF,Judge No.1,Wei SHI,Canada
gpusa2019SEG003OF,Judge No.2,Julia ANDREEVA,Russia
gpusa2019SEG003OF,Judge No.3,Ron CONACHER,Canada
gpusa2019SEG003OF,Judge No.4,Catherine L. TAYLOR,Australia
gpusa2019SEG003OF,Judge No.5,Yuriy GUSKOV,Kazakhstan
gpusa2019SEG003OF,Judge No.6,Marta OLOZAGARRE,Spain
gpusa2019SEG003OF,Judge No.7,Jung Yoon CHOI,South Korea
gpusa2019SEG003OF,Judge No.8,Kevin ROSENSTEIN,USA
gpusa2019SEG003OF,Judge No.9,Akiko KOBAYASHI,Japan
gpusa2019SEG004OF,Judge No.1,Wei SHI,Canada
gpusa2019SEG004OF,Judge No.2,Julia ANDREEVA,Russia
gpusa2019SEG004OF,Judge No.3,Ron CONACHER,Canada
gpusa2019SEG004OF,Judge No.4,Catherine L. TAYLOR,Australia
gpusa2019SEG004OF,Judge No.5,Yuriy GUSKOV,Kazakhstan
gpusa2019SEG004OF,Judge No.6,Marta OLOZAGARRE,Spain
gpusa2019SEG004OF,Judge No.7,Jung Yoon CHOI,South Korea
gpusa2019SEG004OF,Judge No.8,Kevin ROSENSTEIN,USA
gpusa2019SEG004OF,Judge No.9,Akiko KOBAYASHI,Japan
gpcan2019SEG001OF,Judge No.1,Lynne DEY,Canada
gpcan2019SEG001OF,Judge No.2,Raffaella LOCATELLI,Italy
gpcan2019SEG001OF,Judge No.3,David MUNOZ,Estonia
gpcan2019SEG001OF,Judge No.4,Lisa JELINEK,Australia
gpcan2019SEG001OF,Judge No.5,Stefanie SCHMID MATHEWSON,USA
gpcan2019SEG001OF,Judge No.6,Maria GRIBONOSOVA-GREBNEVA,Russia
gpcan2019SEG001OF,Judge No.7,Anja RIST,Germany
gpcan2019SEG001OF,Judge No.8,Sakae YAMAMOTO,Japan
gpcan2019SEG001OF,Judge No.9,Agita ABELE,Latvia
gpcan2019SEG002OF,Judge No.1,Lynne DEY,Canada
gpcan2019SEG002OF,Judge No.2,Raffaella LOCATELLI,Italy
gpcan2019SEG002OF,Judge No.3,David MUNOZ,Estonia
gpcan2019SEG002OF,Judge No.4,Lisa JELINEK,Australia
gpcan2019SEG002OF,Judge No.5,Stefanie SCHMID MATHEWSON,USA
gpcan2019SEG002OF,Judge No.6,Maria GRIBONOSOVA-GREBNEVA,Russia
gpcan2019SEG002OF,Judge No.7,Anja RIST,Germany
gpcan2019SEG002OF,Judge No.8,Sakae YAMAMOTO,Japan
gpcan2019SEG002OF,Judge No.9,Agita ABELE,Latvia
gpcan2019SEG003OF,Judge No.1,Agita ABELE,Latvia
gpcan2019SEG003OF,Judge No.2,Elena FOMINA,Russia
gpcan2019SEG003OF,Judge No.3,Yu WANG,China
gpcan2019SEG003OF,Judge No.4,Christiane MILES,Switzerland
gpcan2019SEG003OF,Judge No.5,Pamela CHISLETT,Canada
gpcan2019SEG003OF,Judge No.6,Laila DAVIDSSON,Sweden
gpcan2019SEG003OF,Judge No.7,Stefanie SCHMID MATHEWSON,USA
gpcan2019SEG003OF,Judge No.8,Sakae YAMAMOTO,Japan
gpcan2019SEG003OF,Judge No.9,Tae Ri LEE,South Korea
gpcan2019SEG004OF,Judge No.1,Agita ABELE,Latvia
gpcan2019SEG004OF,Judge No.2,Elena FOMINA,Russia
gpcan2019SEG004OF,Judge No.3,Yu WANG,China
gpcan2019SEG004OF,Judge No.4,Christiane MILES,Switzerland
gpcan2019SEG004OF,Judge No.5,Pamela CHISLETT,Canada
gpcan2019SEG004OF,Judge No.6,Laila DAVIDSSON,Sweden
gpcan2019SEG004OF,Judge No.7,Stefanie SCHMID MATHEWSON,USA
gpcan2019SEG004OF,Judge No.8,Sakae YAMAMOTO,Japan
gpcan2019SEG004OF,Judge No.9,Tae Ri LEE,South Korea
gpfra2019SEG001OF,Judge No.1,Salome CHIGOGIDZE,Georgia
gpfra2019SEG001OF,Judge No.2,Deveny DECK,USA
gpfra2019SEG001OF,Judge No.3,Natasa SKOK,Slovenia
gpfra2019SEG001OF,Judge No.4,Janice HUNTER,Canada
gpfra2019SEG001OF,Judge No.5,Kerstin KIMMINUS,Germany
gpfra2019SEG001OF,Judge No.6,Philippe MERIGUET,France
gpfra2019SEG001OF,Judge No.7,Alexei BELETSKI,Israel
gpfra2019SEG001OF,Judge No.8,Olga KOZHEMYAKINA,Russia
gpfra2019SEG001OF,Judge No.9,Nobuhiko YOSHIOKA,Japan
gpfra2019SEG002OF,Judge No.1,Salome CHIGOGIDZE,Georgia
gpfra2019SEG002OF,Judge No.2,Deveny DECK,USA
gpfra2019SEG002OF,Judge No.3,Natasa SKOK,Slovenia
gpfra2019SEG002OF,Judge No.4,Janice HUNTER,Canada
gpfra2019SEG002OF,Judge No.5,Kerstin KIMMINUS,Germany
gpfra2019SEG002OF,Judge No.6,Philippe MERIGUET,France
gpfra2019SEG002OF,Judge No.7,Alexei BELETSKI,Israel
gpfra2019SEG002OF,Judge No.8,Olga KOZHEMYAKINA,Russia
gpfra2019SEG002OF,Judge No.9,Nobuhiko YOSHIOKA,Japan
gpfra2019SEG003OF,Judge No.1,Karin EHRHARDT,Austria
gpfra2019SEG003OF,Judge No.2,Nobuhiko YOSHIOKA,Japan
gpfra2019SEG003OF,Judge No.3,Claudia FASSORA,Switzerland
gpfra2019SEG003OF,Judge No.4,Deveny DECK,USA
gpfra2019SEG003OF,Judge No.5,Olga KOZHEMYAKINA,Russia
gpfra2019SEG003OF,Judge No.6,Helene CUCUPHAT,France
gpfra2019SEG003OF,Judge No.7,Alexei BELETSKI,Israel
gpfra2019SEG003OF,Judge No.8,Malgorzata SOBKOW,Poland
gpfra2019SEG003OF,Judge No.9,Francoise de RAPPARD,Belgium
gpfra2019SEG004OF,Judge No.1,Karin EHRHARDT,Austria
gpfra2019SEG004OF,Judge No.2,Nobuhiko YOSHIOKA,Japan
gpfra2019SEG004OF,Judge No.3,Claudia FASSORA,Switzerland
gpfra2019SEG004OF,Judge No.4,Deveny DECK,USA
gpfra2019SEG004OF,Judge No.5,Olga KOZHEMYAKINA,Russia
gpfra2019SEG004OF,Judge No.6,Helene CUCUPHAT,France
gpfra2019SEG004OF,Judge No.7,Alexei BELETSKI,Israel
gpfra2019SEG004OF,Judge No.8,Malgorzata SOBKOW,Poland
gpfra2019SEG004OF,Judge No.9,Francoise de RAPPARD,Belgium
gpchn2019SEG001OF,Judge No.1,Dan FANG,China
gpchn2019SEG001OF,Judge No.2,Walter TOIGO,Italy
gpchn2019SEG001OF,Judge No.3,Marjo KANKAANRANTA,Finland
gpchn2019SEG001OF,Judge No.4,Tatiana SHARKINA,Russia
gpchn2019SEG001OF,Judge No.5,Melody Tan Tan YIP,Hong Kong
gpchn2019SEG001OF,Judge No.6,Cynthia BENSON,Canada
gpchn2019SEG001OF,Judge No.7,Roger GLENN,USA
gpchn2019SEG001OF,Judge No.8,Jung Sue LEE,South Korea
gpchn2019SEG001OF,Judge No.9,Tetsuo ABE,Japan
gpchn2019SEG002OF,Judge No.1,Dan FANG,China
gpchn2019SEG002OF,Judge No.2,Walter TOIGO,Italy
gpchn2019SEG002OF,Judge No.3,Marjo KANKAANRANTA,Finland
gpchn2019SEG002OF,Judge No.4,Tatiana SHARKINA,Russia
gpchn2019SEG002OF,Judge No.5,Melody Tan Tan YIP,Hong Kong
gpchn2019SEG002OF,Judge No.6,Cynthia BENSON,Canada
gpchn2019SEG002OF,Judge No.7,Roger GLENN,USA
gpchn2019SEG002OF,Judge No.8,Jung Sue LEE,South Korea
gpchn2019SEG002OF,Judge No.9,Tetsuo ABE,Japan
gpchn2019SEG003OF,Judge No.1,Hye Yong YUN,North Korea
gpchn2019SEG003OF,Judge No.2,Patricia MORITZ,Australia
gpchn2019SEG003OF,Judge No.3,Andre-Marc ALLAIN,Canada
gpchn2019SEG003OF,Judge No.4,Tomie FUKUDOME,Japan
gpchn2019SEG003OF,Judge No.5,Melody Tan Tan YIP,Hong Kong
gpchn2019SEG003OF,Judge No.6,Chihee RHEE,South Korea
gpchn2019SEG003OF,Judge No.7,Alexei BELETSKI,Israel
gpchn2019SEG003OF,Judge No.8,Elena FOMINA,Russia
gpchn2019SEG003OF,Judge No.9,Yumin WANG,China
gpchn2019SEG004OF,Judge No.1,Hye Yong YUN,North Korea
gpchn2019SEG004OF,Judge No.2,Patricia MORITZ,Australia
gpchn2019SEG004OF,Judge No.3,Andre-Marc ALLAIN,Canada
gpchn2019SEG004OF,Judge No.4,Tomie FUKUDOME,Japan
gpchn2019SEG004OF,Judge No.5,Melody Tan Tan YIP,Hong Kong
gpchn2019SEG004OF,Judge No.6,Chihee RHEE,South Korea
gpchn2019SEG004OF,Judge No.7,Alexei BELETSKI,Israel
gpchn2019SEG004OF,Judge No.8,Elena FOMINA,Russia
gpchn2019SEG004OF,Judge No.9,Yumin WANG,China
gpf2019SEG001OF,Judge No.1,Anthony LEROY,France
gpf2019SEG001OF,Judge No.2,Wei SHI,Canada
gpf2019SEG001OF,Judge No.3,Elisabeth BINDER,Austria
gpf2019SEG001OF,Judge No.4,Olga KOZHEMYAKINA,Russia
gpf2019SEG001OF,Judge No.5,Mami MAEDA,Japan
gpf2019SEG001OF,Judge No.6,Walter TOIGO,Italy
gpf2019SEG001OF,Judge No.7,Wendy ENZMANN,USA
gpf2019SEG001OF,Judge No.8,Salome CHIGOGIDZE,Georgia
gpf2019SEG001OF,Judge No.9,Deborah ISLAM,Canada
gpf2019SEG002OF,Judge No.1,Anthony LEROY,France
gpf2019SEG002OF,Judge No.2,Wei SHI,Canada
gpf2019SEG002OF,Judge No.3,Elisabeth BINDER,Austria
gpf2019SEG002OF,Judge No.4,Olga KOZHEMYAKINA,Russia
gpf2019SEG002OF,Judge No.5,Mami MAEDA,Japan
gpf2019SEG002OF,Judge No.6,Walter TOIGO,Italy
gpf2019SEG002OF,Judge No.7,Wendy ENZMANN,USA
gpf2019SEG002OF,Judge No.8,Salome CHIGOGIDZE,Georgia
gpf2019SEG002OF,Judge No.9,Deborah ISLAM,Canada
gpf2019SEG003OF,Judge No.1,Tomie FUKUDOME,Japan
gpf2019SEG003OF,Judge No.2,Chihee RHEE,South Korea
gpf2019SEG003OF,Judge No.3,Marta OLOZAGARRE,Spain
gpf2019SEG003OF,Judge No.4,Peter VOTH,Germany
gpf2019SEG003OF,Judge No.5,Deborah ISLAM,Canada
gpf2019SEG003OF,Judge No.6,Anthony LEROY,France
gpf2019SEG003OF,Judge No.7,Peggy GRAHAM,USA
gpf2019SEG003OF,Judge No.8,Marco BUTTARELLI,Italy
gpf2019SEG003OF,Judge No.9,Elena FOMINA,Russia
gpf2019SEG004OF,Judge No.1,Tomie FUKUDOME,Japan
gpf2019SEG004OF,Judge No.2,Chihee RHEE,South Korea
gpf2019SEG004OF,Judge No.3,Marta OLOZAGARRE,Spain
gpf2019SEG004OF,Judge No.4,Peter VOTH,Germany
gpf2019SEG004OF,Judge No.5,Deborah ISLAM,Canada
gpf2019SEG004OF,Judge No.6,Anthony LEROY,France
gpf2019SEG004OF,Judge No.7,Peggy GRAHAM,USA
gpf2019SEG004OF,Judge No.8,Marco BUTTARELLI,Italy
gpf2019SEG004OF,Judge No.9,Elena FOMINA,Russia
gprus2019SEG001OF,Judge No.1,Irina KOMARNICKA,Latvia
gprus2019SEG001OF,Judge No.2,Donatella LEONELLI,Switzerland
gprus2019SEG001OF,Judge No.3,Veronique GOSSELIN,Canada
gprus2019SEG001OF,Judge No.4,Todd BROMLEY,USA
gprus2019SEG001OF,Judge No.5,Maria GRIBONOSOVA-GREBNEVA,Russia
gprus2019SEG001OF,Judge No.6,Helene CUCUPHAT,France
gprus2019SEG001OF,Judge No.7,Yury KLIUSHNIKOV,Azerbaijan
gprus2019SEG001OF,Judge No.8,Salome CHIGOGIDZE,Georgia
gprus2019SEG001OF,Judge No.9,Miwako ANDO,Japan
gprus2019SEG002OF,Judge No.1,Irina KOMARNICKA,Latvia
gprus2019SEG002OF,Judge No.2,Donatella LEONELLI,Switzerland
gprus2019SEG002OF,Judge No.3,Veronique GOSSELIN,Canada
gprus2019SEG002OF,Judge No.4,Todd BROMLEY,USA
gprus2019SEG002OF,Judge No.5,Maria GRIBONOSOVA-GREBNEVA,Russia
gprus2019SEG002OF,Judge No.6,Helene CUCUPHAT,France
gprus2019SEG002OF,Judge No.7,Yury KLIUSHNIKOV,Azerbaijan
gprus2019SEG002OF,Judge No.8,Salome CHIGOGIDZE,Georgia
gprus2019SEG002OF,Judge No.9,Miwako ANDO,Japan
gprus2019SEG003OF,Judge No.1,Elisabeth BINDER,Austria
gprus2019SEG003OF,Judge No.2,Antony GREVISSE,Belgium
gprus2019SEG003OF,Judge No.3,Rui ZHAO,China
gprus2019SEG003OF,Judge No.4,Todd BROMLEY,USA
gprus2019SEG003OF,Judge No.5,Miwako ANDO,Japan
gprus2019SEG003OF,Judge No.6,Helene CUCUPHAT,France
gprus2019SEG003OF,Judge No.7,Sviatoslav BABENKO,Russia
gprus2019SEG003OF,Judge No.8,Yury KLIUSHNIKOV,Azerbaijan
gprus2019SEG003OF,Judge No.9,Donatella LEONELLI,Switzerland
gprus2019SEG004OF,Judge No.1,Elisabeth BINDER,Austria
gprus2019SEG004OF,Judge No.2,Antony GREVISSE,Belgium
gprus2019SEG004OF,Judge No.3,Rui ZHAO,China
gprus2019SEG004OF,Judge No.4,Todd BROMLEY,USA
gprus2019SEG004OF,Judge No.5,Miwako ANDO,Japan
gprus2019SEG004OF,Judge No.6,Helene CUCUPHAT,France
gprus2019SEG004OF,Judge No.7,Sviatoslav BABENKO,Russia
gprus2019SEG004OF,Judge No.8,Yury KLIUSHNIKOV,Azerbaijan
gprus2019SEG004OF,Judge No.9,Donatella LEONELLI,Switzerland
